omega_n,omega_next,return_time,impact_count,return_type,omega_next_exact,absolute_error,attractor,gamma,alpha,omega_1,omega_2,gravity,length,mass,num_spokes
1.6600000000000001,1.4063496772649309,0.5202499938011171,1,downhill_step,1.4063496778982298,6.332989688218049e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.6799999999999997,1.4181746785378986,0.5125574940443042,1,downhill_step,1.4181746777193753,8.185232491797478e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.700000000000001,1.430041752907851,0.5051213854551317,1,downhill_step,1.4300417534199679,5.121167934163395e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.7200000000000006,1.4419498667878208,0.49792747139930754,1,downhill_step,1.4419498661619463,6.258744633669266e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.7400000000000002,1.4538980083625255,0.49096267640590696,1,downhill_step,1.4538980076072925,7.552329872595465e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.7599999999999998,1.4658851983689882,0.48421493411064176,1,downhill_step,1.4658851989581085,5.891203080921059e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.7799999999999994,1.4779104891462762,0.47767308652400997,1,downhill_step,1.4779104900244986,8.782223837044967e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.8000000000000007,1.4899729587673107,0.471326793432236,1,downhill_step,1.4899729583198669,4.4744385974127e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.8200000000000003,1.5020717086306161,0.46516645371913934,1,downhill_step,1.5020717081832196,4.4739656424042096e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.8399999999999999,1.5142058700708552,0.45918313920497916,1,downhill_step,1.514205869928014,1.4284107230366772e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.8599999999999994,1.526374598741661,0.45336853146553063,1,downhill_step,1.5263745990170476,2.753866024107765e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.8800000000000008,1.5385770746771494,0.44771486818790457,1,downhill_step,1.5385770752628727,5.857232476813579e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.9000000000000004,1.550812502099157,0.4422148948907854,1,downhill_step,1.5508125020531836,4.597344727130803e-11,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.92,1.5630801046995764,0.4368618202209475,1,downhill_step,1.563080105600623,9.010465706893456e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.9399999999999995,1.5753791345904373,0.4316492807865145,1,downhill_step,1.5753791342164123,3.740250331674133e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.9600000000000009,1.5877088571451952,0.4265713012218477,1,downhill_step,1.58770885760723,4.6203485482010365e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
1.9800000000000004,1.6000685659188667,0.42162226855754875,1,downhill_step,1.600068566194729,2.758622219545259e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
2.0,1.6124575698032433,0.41679689943790454,1,downhill_step,1.6124575704571127,6.538694030666647e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
2.0199999999999996,1.6248752008660416,0.4120902180671694,1,downhill_step,1.6248752002921498,5.738918229525325e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
2.040000000000001,1.637320804158205,0.40749752938747424,1,downhill_step,1.6373208044010361,2.428310885704832e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
2.0600000000000005,1.649793750304767,0.403014402985573,1,downhill_step,1.649793749692505,6.122620188619976e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
2.08,1.6622934215053378,0.39863664925098435,1,downhill_step,1.6622934207066016,7.987361883010635e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
2.0999999999999996,1.6748192192815183,0.39436030507087727,1,downhill_step,1.674819219057524,2.23994378600878e-10,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
